date,areaType,areaCode,areaName,cumCasesBySpecimenDate,cumDeathsByDeathDate,newCasesBySpecimenDate,newDeathsByDeathDate,newCasesBySpecimenDateRollingRate
13/12/2020,region,E12000001,North East,,,,,
12/12/2020,region,E12000001,North East,107722,4432,137,1,
11/12/2020,region,E12000001,North East,107585,4431,523,12,
10/12/2020,region,E12000001,North East,107062,4419,582,19,
09/12/2020,region,E12000001,North East,106480,4400,628,17,
08/12/2020,region,E12000001,North East,105852,4383,717,22,156.8
07/12/2020,region,E12000001,North East,105135,4361,757,33,154.2
06/12/2020,region,E12000001,North East,104378,4328,509,24,154.4
05/12/2020,region,E12000001,North East,103869,4304,413,33,152.4
04/12/2020,region,E12000001,North East,103456,4271,557,21,155.4
03/12/2020,region,E12000001,North East,102899,4250,591,27,158.4
02/12/2020,region,E12000001,North East,102308,4223,642,24,162.6
01/12/2020,region,E12000001,North East,101666,4199,647,24,168.7
30/11/2020,region,E12000001,North East,101019,4175,763,33,176.4
29/11/2020,region,E12000001,North East,100256,4142,455,34,184.2
28/11/2020,region,E12000001,North East,99801,4108,494,30,190.5
27/11/2020,region,E12000001,North East,99307,4078,637,24,197.4
26/11/2020,region,E12000001,North East,98670,4054,702,32,208.8
25/11/2020,region,E12000001,North East,97968,4022,805,31,220.9
24/11/2020,region,E12000001,North East,97163,3991,853,39,241
23/11/2020,region,E12000001,North East,96310,3952,971,36,264.1
22/11/2020,region,E12000001,North East,95339,3916,625,38,286.6
21/11/2020,region,E12000001,North East,94714,3878,678,39,302.6
20/11/2020,region,E12000001,North East,94036,3839,942,40,316.6
19/11/2020,region,E12000001,North East,93094,3799,1023,33,337.9
18/11/2020,region,E12000001,North East,92071,3766,1342,35,357
17/11/2020,region,E12000001,North East,90729,3731,1470,35,376.3
16/11/2020,region,E12000001,North East,89259,3696,1572,29,387.8
15/11/2020,region,E12000001,North East,87687,3667,1052,36,405.9
14/11/2020,region,E12000001,North East,86635,3631,1051,38,415
13/11/2020,region,E12000001,North East,85584,3593,1511,32,426
12/11/2020,region,E12000001,North East,84073,3561,1534,22,424.1
11/11/2020,region,E12000001,North East,82539,3539,1858,25,422.3
10/11/2020,region,E12000001,North East,80681,3514,1777,27,405.7
09/11/2020,region,E12000001,North East,78904,3487,2055,41,396
08/11/2020,region,E12000001,North East,76849,3446,1295,22,381.7
07/11/2020,region,E12000001,North East,75554,3424,1345,32,370.4
06/11/2020,region,E12000001,North East,74209,3392,1460,30,353.2
05/11/2020,region,E12000001,North East,72749,3362,1486,26,343.8
04/11/2020,region,E12000001,North East,71263,3336,1414,26,330.2
03/11/2020,region,E12000001,North East,69849,3310,1519,23,321.1
02/11/2020,region,E12000001,North East,68330,3287,1672,21,308.2
01/11/2020,region,E12000001,North East,66658,3266,994,28,295
31/10/2020,region,E12000001,North East,65664,3238,885,20,289.5
30/10/2020,region,E12000001,North East,64779,3218,1210,31,288.6
29/10/2020,region,E12000001,North East,63569,3187,1122,19,282.1
28/10/2020,region,E12000001,North East,62447,3168,1171,29,286.1
27/10/2020,region,E12000001,North East,61276,3139,1176,21,298.6
26/10/2020,region,E12000001,North East,60100,3118,1317,24,308.3
25/10/2020,region,E12000001,North East,58783,3094,848,18,311.8
24/10/2020,region,E12000001,North East,57935,3076,861,19,311
23/10/2020,region,E12000001,North East,57074,3057,1038,14,309
22/10/2020,region,E12000001,North East,56036,3043,1227,25,310.5
21/10/2020,region,E12000001,North East,54809,3018,1506,21,308.3
20/10/2020,region,E12000001,North East,53303,2997,1434,24,303.9
19/10/2020,region,E12000001,North East,51869,2973,1410,24,298.7
18/10/2020,region,E12000001,North East,50459,2949,827,18,297.8
17/10/2020,region,E12000001,North East,49632,2931,807,19,301.8
16/10/2020,region,E12000001,North East,48825,2912,1079,16,303.1
15/10/2020,region,E12000001,North East,47746,2896,1168,19,306.8
14/10/2020,region,E12000001,North East,46578,2877,1388,18,314.6
13/10/2020,region,E12000001,North East,45190,2859,1296,15,317.8
12/10/2020,region,E12000001,North East,43894,2844,1387,12,323.2
11/10/2020,region,E12000001,North East,42507,2832,933,18,322.7
10/10/2020,region,E12000001,North East,41574,2814,841,18,332.7
09/10/2020,region,E12000001,North East,40733,2796,1178,9,344.8
08/10/2020,region,E12000001,North East,39555,2787,1377,17,346.2
07/10/2020,region,E12000001,North East,38178,2770,1472,14,338.9
06/10/2020,region,E12000001,North East,36706,2756,1442,11,319.8
05/10/2020,region,E12000001,North East,35264,2745,1374,14,305
04/10/2020,region,E12000001,North East,33890,2731,1199,13,289.8
03/10/2020,region,E12000001,North East,32691,2718,1164,11,269.6
02/10/2020,region,E12000001,North East,31527,2707,1216,20,255.2
01/10/2020,region,E12000001,North East,30311,2687,1181,8,232.4
30/09/2020,region,E12000001,North East,29130,2679,963,7,215.1
29/09/2020,region,E12000001,North East,28167,2672,1046,8,203
28/09/2020,region,E12000001,North East,27121,2664,969,10,184.4
27/09/2020,region,E12000001,North East,26152,2654,660,15,171
26/09/2020,region,E12000001,North East,25492,2639,778,11,168.4
25/09/2020,region,E12000001,North East,24714,2628,608,9,155.5
24/09/2020,region,E12000001,North East,24106,2619,719,3,150
23/09/2020,region,E12000001,North East,23387,2616,640,6,136.9
22/09/2020,region,E12000001,North East,22747,2610,549,5,125.2
21/09/2020,region,E12000001,North East,22198,2605,611,9,114.5
20/09/2020,region,E12000001,North East,21587,2596,590,7,99
19/09/2020,region,E12000001,North East,20997,2589,434,2,82.2
18/09/2020,region,E12000001,North East,20563,2587,463,5,71.8
17/09/2020,region,E12000001,North East,20100,2582,369,7,61.9
16/09/2020,region,E12000001,North East,19731,2575,328,5,56.9
15/09/2020,region,E12000001,North East,19403,2570,263,10,53.4
14/09/2020,region,E12000001,North East,19140,2560,196,2,51.9
13/09/2020,region,E12000001,North East,18944,2558,141,1,52.2
12/09/2020,region,E12000001,North East,18803,2557,156,6,53.3
11/09/2020,region,E12000001,North East,18647,2551,200,4,56.2
10/09/2020,region,E12000001,North East,18447,2547,236,1,55.3
09/09/2020,region,E12000001,North East,18211,2546,234,1,54.1
08/09/2020,region,E12000001,North East,17977,2545,224,3,50.1
07/09/2020,region,E12000001,North East,17753,2542,203,3,46.1
06/09/2020,region,E12000001,North East,17550,2539,170,3,41.9
05/09/2020,region,E12000001,North East,17380,2536,233,4,37.8
04/09/2020,region,E12000001,North East,17147,2532,176,2,32
03/09/2020,region,E12000001,North East,16971,2530,204,7,27.9
02/09/2020,region,E12000001,North East,16767,2523,127,1,22.8
01/09/2020,region,E12000001,North East,16640,2522,118,1,20.6
31/08/2020,region,E12000001,North East,16522,2521,91,2,18
30/08/2020,region,E12000001,North East,16431,2519,61,1,16
29/08/2020,region,E12000001,North East,16370,2518,78,5,14.6
28/08/2020,region,E12000001,North East,16292,2513,67,5,12.9
27/08/2020,region,E12000001,North East,16225,2508,66,3,12
26/08/2020,region,E12000001,North East,16159,2505,68,2,11.1
25/08/2020,region,E12000001,North East,16091,2503,49,2,10.3
24/08/2020,region,E12000001,North East,16042,2501,39,0,9.8
23/08/2020,region,E12000001,North East,16003,2501,23,6,9.6
22/08/2020,region,E12000001,North East,15980,2495,33,1,9.1
21/08/2020,region,E12000001,North East,15947,2494,42,4,8.5
20/08/2020,region,E12000001,North East,15905,2490,43,7,8.1
19/08/2020,region,E12000001,North East,15862,2483,46,5,8.5
18/08/2020,region,E12000001,North East,15816,2478,36,2,8.2
17/08/2020,region,E12000001,North East,15780,2476,32,3,8.6
16/08/2020,region,E12000001,North East,15748,2473,11,0,8.2
15/08/2020,region,E12000001,North East,15737,2473,18,4,8.3
14/08/2020,region,E12000001,North East,15719,2469,31,1,8.1
13/08/2020,region,E12000001,North East,15688,2468,53,3,7.5
12/08/2020,region,E12000001,North East,15635,2465,39,3,6.4
11/08/2020,region,E12000001,North East,15596,2462,45,3,6.1
10/08/2020,region,E12000001,North East,15551,2459,21,4,5.1
09/08/2020,region,E12000001,North East,15530,2455,15,6,5.1
08/08/2020,region,E12000001,North East,15515,2449,12,3,5.1
07/08/2020,region,E12000001,North East,15503,2446,15,4,5
06/08/2020,region,E12000001,North East,15488,2442,24,5,4.9
05/08/2020,region,E12000001,North East,15464,2437,30,0,4.5
04/08/2020,region,E12000001,North East,15434,2437,20,2,4.2
03/08/2020,region,E12000001,North East,15414,2435,19,4,3.6
02/08/2020,region,E12000001,North East,15395,2431,16,3,3.3
01/08/2020,region,E12000001,North East,15379,2428,9,4,2.9
31/07/2020,region,E12000001,North East,15370,2424,12,6,2.7
30/07/2020,region,E12000001,North East,15358,2418,15,3,2.5
29/07/2020,region,E12000001,North East,15343,2415,21,1,2.3
28/07/2020,region,E12000001,North East,15322,2414,5,5,2.1
27/07/2020,region,E12000001,North East,15317,2409,9,4,2.4
26/07/2020,region,E12000001,North East,15308,2405,6,2,2.5
25/07/2020,region,E12000001,North East,15302,2403,5,2,2.5
24/07/2020,region,E12000001,North East,15297,2401,7,2,2.5
23/07/2020,region,E12000001,North East,15290,2399,8,2,2.6
22/07/2020,region,E12000001,North East,15282,2397,16,3,2.9
21/07/2020,region,E12000001,North East,15266,2394,14,3,2.9
20/07/2020,region,E12000001,North East,15252,2391,11,3,2.8
19/07/2020,region,E12000001,North East,15241,2388,7,3,2.7
18/07/2020,region,E12000001,North East,15234,2385,4,3,2.6
17/07/2020,region,E12000001,North East,15230,2382,10,4,2.7
16/07/2020,region,E12000001,North East,15220,2378,15,0,2.7
15/07/2020,region,E12000001,North East,15205,2378,16,1,2.8
14/07/2020,region,E12000001,North East,15189,2377,12,5,2.6
13/07/2020,region,E12000001,North East,15177,2372,9,5,2.6
12/07/2020,region,E12000001,North East,15168,2367,3,2,2.7
11/07/2020,region,E12000001,North East,15165,2365,7,1,2.7
10/07/2020,region,E12000001,North East,15158,2364,10,4,2.8
09/07/2020,region,E12000001,North East,15148,2360,17,2,2.7
08/07/2020,region,E12000001,North East,15131,2358,12,4,2.4
07/07/2020,region,E12000001,North East,15119,2354,12,2,2.2
06/07/2020,region,E12000001,North East,15107,2352,11,3,2.2
05/07/2020,region,E12000001,North East,15096,2349,4,2,2.2
04/07/2020,region,E12000001,North East,15092,2347,9,4,2.4
03/07/2020,region,E12000001,North East,15083,2343,8,4,2.5
02/07/2020,region,E12000001,North East,15075,2339,9,4,2.5
01/07/2020,region,E12000001,North East,15066,2335,7,5,2.7
30/06/2020,region,E12000001,North East,15059,2330,11,4,2.8
29/06/2020,region,E12000001,North East,15048,2326,11,3,3.4
28/06/2020,region,E12000001,North East,15037,2323,9,7,3.9
27/06/2020,region,E12000001,North East,15028,2316,13,2,3.7
26/06/2020,region,E12000001,North East,15015,2314,8,7,3.8
25/06/2020,region,E12000001,North East,15007,2307,12,12,4
24/06/2020,region,E12000001,North East,14995,2295,11,3,4.5
23/06/2020,region,E12000001,North East,14984,2292,26,7,4.8
22/06/2020,region,E12000001,North East,14958,2285,24,5,4.5
21/06/2020,region,E12000001,North East,14934,2280,4,9,4.8
20/06/2020,region,E12000001,North East,14930,2271,17,5,5.8
19/06/2020,region,E12000001,North East,14913,2266,14,3,6.3
18/06/2020,region,E12000001,North East,14899,2263,23,8,7.3
17/06/2020,region,E12000001,North East,14876,2255,19,3,7.3
16/06/2020,region,E12000001,North East,14857,2252,18,11,8
15/06/2020,region,E12000001,North East,14839,2241,32,3,8.8
14/06/2020,region,E12000001,North East,14807,2238,31,8,8.8
13/06/2020,region,E12000001,North East,14776,2230,31,6,8.3
12/06/2020,region,E12000001,North East,14745,2224,40,6,8.2
11/06/2020,region,E12000001,North East,14705,2218,23,11,8.3
10/06/2020,region,E12000001,North East,14682,2207,38,8,9.6
09/06/2020,region,E12000001,North East,14644,2199,40,11,10.1
08/06/2020,region,E12000001,North East,14604,2188,33,10,10.8
07/06/2020,region,E12000001,North East,14571,2178,17,12,12.2
06/06/2020,region,E12000001,North East,14554,2166,28,7,13.3
05/06/2020,region,E12000001,North East,14526,2159,42,15,14
04/06/2020,region,E12000001,North East,14484,2144,59,11,15
03/06/2020,region,E12000001,North East,14425,2133,51,10,14.6
02/06/2020,region,E12000001,North East,14374,2123,59,20,17.1
01/06/2020,region,E12000001,North East,14315,2103,70,7,18.6
31/05/2020,region,E12000001,North East,14245,2096,46,15,18.2
30/05/2020,region,E12000001,North East,14199,2081,46,14,19.4
29/05/2020,region,E12000001,North East,14153,2067,70,23,20.5
28/05/2020,region,E12000001,North East,14083,2044,49,17,21.4
27/05/2020,region,E12000001,North East,14034,2027,116,14,24.5
26/05/2020,region,E12000001,North East,13918,2013,100,23,25
25/05/2020,region,E12000001,North East,13818,1990,59,12,25.9
24/05/2020,region,E12000001,North East,13759,1978,77,18,29.2
23/05/2020,region,E12000001,North East,13682,1960,76,18,30
22/05/2020,region,E12000001,North East,13606,1942,95,18,31.9
21/05/2020,region,E12000001,North East,13511,1924,130,23,33.4
20/05/2020,region,E12000001,North East,13381,1901,131,19,33.7
19/05/2020,region,E12000001,North East,13250,1882,124,22,34.2
18/05/2020,region,E12000001,North East,13126,1860,147,34,37.8
17/05/2020,region,E12000001,North East,12979,1826,98,30,40.8
16/05/2020,region,E12000001,North East,12881,1796,126,34,42.8
15/05/2020,region,E12000001,North East,12755,1762,137,21,43.7
14/05/2020,region,E12000001,North East,12618,1741,138,27,44.5
13/05/2020,region,E12000001,North East,12480,1714,142,29,46.8
12/05/2020,region,E12000001,North East,12338,1685,220,20,50.6
11/05/2020,region,E12000001,North East,12118,1665,229,30,51.8
10/05/2020,region,E12000001,North East,11889,1635,150,21,51.9
09/05/2020,region,E12000001,North East,11739,1614,151,27,52.4
08/05/2020,region,E12000001,North East,11588,1587,158,29,53.6
07/05/2020,region,E12000001,North East,11430,1558,199,36,57.9
06/05/2020,region,E12000001,North East,11231,1522,243,27,64.8
05/05/2020,region,E12000001,North East,10988,1495,252,28,69.1
04/05/2020,region,E12000001,North East,10736,1467,234,28,73.2
03/05/2020,region,E12000001,North East,10502,1439,162,31,75
02/05/2020,region,E12000001,North East,10340,1408,183,42,74.9
01/05/2020,region,E12000001,North East,10157,1366,273,41,76.1
30/04/2020,region,E12000001,North East,9884,1325,384,33,78.3
29/04/2020,region,E12000001,North East,9500,1292,358,30,76.3
28/04/2020,region,E12000001,North East,9142,1262,361,42,76.4
27/04/2020,region,E12000001,North East,8781,1220,281,33,73.7
26/04/2020,region,E12000001,North East,8500,1187,159,34,75
25/04/2020,region,E12000001,North East,8341,1153,215,49,79.4
24/04/2020,region,E12000001,North East,8126,1104,332,29,85.5
23/04/2020,region,E12000001,North East,7794,1075,332,34,84
22/04/2020,region,E12000001,North East,7462,1041,361,38,82.6
21/04/2020,region,E12000001,North East,7101,1003,288,37,79.7
20/04/2020,region,E12000001,North East,6813,966,315,43,78.6
19/04/2020,region,E12000001,North East,6498,923,276,45,75.5
18/04/2020,region,E12000001,North East,6222,878,379,50,72.7
17/04/2020,region,E12000001,North East,5843,828,292,37,68.5
16/04/2020,region,E12000001,North East,5551,791,295,25,66.7
15/04/2020,region,E12000001,North East,5256,766,284,32,67.4
14/04/2020,region,E12000001,North East,4972,734,257,52,67.6
13/04/2020,region,E12000001,North East,4715,682,232,37,71.1
12/04/2020,region,E12000001,North East,4483,645,201,46,76.4
11/04/2020,region,E12000001,North East,4282,599,267,49,77.2
10/04/2020,region,E12000001,North East,4015,550,245,56,76.7
09/04/2020,region,E12000001,North East,3770,494,314,47,77.3
08/04/2020,region,E12000001,North East,3456,447,289,45,73.7
07/04/2020,region,E12000001,North East,3167,402,350,41,74.5
06/04/2020,region,E12000001,North East,2817,361,375,43,69.2
05/04/2020,region,E12000001,North East,2442,318,221,45,61.8
04/04/2020,region,E12000001,North East,2221,273,254,46,57.5
03/04/2020,region,E12000001,North East,1967,227,261,43,52.2
02/04/2020,region,E12000001,North East,1706,184,219,32,46.3
01/04/2020,region,E12000001,North East,1487,152,308,33,41.7
31/03/2020,region,E12000001,North East,1179,119,210,25,33
30/03/2020,region,E12000001,North East,969,94,176,34,28
29/03/2020,region,E12000001,North East,793,60,107,10,23.6
28/03/2020,region,E12000001,North East,686,50,113,8,20.3
27/03/2020,region,E12000001,North East,573,42,102,11,16.9
26/03/2020,region,E12000001,North East,471,31,97,6,14.1
25/03/2020,region,E12000001,North East,374,25,76,5,11.2
24/03/2020,region,E12000001,North East,298,20,76,1,8.8
23/03/2020,region,E12000001,North East,222,19,58,4,6.6
22/03/2020,region,E12000001,North East,164,15,20,6,4.7
21/03/2020,region,E12000001,North East,144,9,23,3,4.3
20/03/2020,region,E12000001,North East,121,6,26,3,3.7
19/03/2020,region,E12000001,North East,95,3,19,1,2.9
18/03/2020,region,E12000001,North East,76,2,14,1,2.3
17/03/2020,region,E12000001,North East,62,1,16,0,1.8
16/03/2020,region,E12000001,North East,46,1,7,0,1.3
15/03/2020,region,E12000001,North East,39,1,10,1,1.2
14/03/2020,region,E12000001,North East,29,,6,,0.8
13/03/2020,region,E12000001,North East,23,,6,,0.7
12/03/2020,region,E12000001,North East,17,,2,,0.5
11/03/2020,region,E12000001,North East,15,,1,,0.5
10/03/2020,region,E12000001,North East,14,,4,,0.5
09/03/2020,region,E12000001,North East,10,,3,,0.3
08/03/2020,region,E12000001,North East,7,,0,,0.3
07/03/2020,region,E12000001,North East,7,,2,,0
06/03/2020,region,E12000001,North East,5,,1,,0
05/03/2020,region,E12000001,North East,4,,2,,0
04/03/2020,region,E12000001,North East,2,,1,,0
03/03/2020,region,E12000001,North East,1,,0,,0
02/03/2020,region,E12000001,North East,1,,1,,0
01/03/2020,region,E12000001,North East,,,,,0
29/02/2020,region,E12000001,North East,,,,,0
28/02/2020,region,E12000001,North East,,,,,0
27/02/2020,region,E12000001,North East,,,,,0
26/02/2020,region,E12000001,North East,,,,,0
25/02/2020,region,E12000001,North East,,,,,0
24/02/2020,region,E12000001,North East,,,,,0
23/02/2020,region,E12000001,North East,,,,,0
22/02/2020,region,E12000001,North East,,,,,0
21/02/2020,region,E12000001,North East,,,,,0
20/02/2020,region,E12000001,North East,,,,,0
19/02/2020,region,E12000001,North East,,,,,0
18/02/2020,region,E12000001,North East,,,,,0
17/02/2020,region,E12000001,North East,,,,,0
16/02/2020,region,E12000001,North East,,,,,0
15/02/2020,region,E12000001,North East,,,,,0
14/02/2020,region,E12000001,North East,,,,,0
13/02/2020,region,E12000001,North East,,,,,0
12/02/2020,region,E12000001,North East,,,,,0
11/02/2020,region,E12000001,North East,,,,,0
10/02/2020,region,E12000001,North East,,,,,0
09/02/2020,region,E12000001,North East,,,,,0
08/02/2020,region,E12000001,North East,,,,,0
07/02/2020,region,E12000001,North East,,,,,0
06/02/2020,region,E12000001,North East,,,,,0
05/02/2020,region,E12000001,North East,,,,,0
04/02/2020,region,E12000001,North East,,,,,0
03/02/2020,region,E12000001,North East,,,,,0
02/02/2020,region,E12000001,North East,,,,,0
01/02/2020,region,E12000001,North East,,,,,0
31/01/2020,region,E12000001,North East,,,,,0
30/01/2020,region,E12000001,North East,,,,,0
29/01/2020,region,E12000001,North East,,,,,0
28/01/2020,region,E12000001,North East,,,,,0
27/01/2020,region,E12000001,North East,,,,,0
26/01/2020,region,E12000001,North East,,,,,0
25/01/2020,region,E12000001,North East,,,,,0
24/01/2020,region,E12000001,North East,,,,,0
23/01/2020,region,E12000001,North East,,,,,0
22/01/2020,region,E12000001,North East,,,,,0
21/01/2020,region,E12000001,North East,,,,,0
20/01/2020,region,E12000001,North East,,,,,0
19/01/2020,region,E12000001,North East,,,,,0
18/01/2020,region,E12000001,North East,,,,,0
17/01/2020,region,E12000001,North East,,,,,0
16/01/2020,region,E12000001,North East,,,,,0
15/01/2020,region,E12000001,North East,,,,,0
14/01/2020,region,E12000001,North East,,,,,0
13/01/2020,region,E12000001,North East,,,,,0
12/01/2020,region,E12000001,North East,,,,,0
11/01/2020,region,E12000001,North East,,,,,0
10/01/2020,region,E12000001,North East,,,,,0
09/01/2020,region,E12000001,North East,,,,,0
08/01/2020,region,E12000001,North East,,,,,0
07/01/2020,region,E12000001,North East,,,,,0
06/01/2020,region,E12000001,North East,,,,,0
05/01/2020,region,E12000001,North East,,,,,0
04/01/2020,region,E12000001,North East,,,,,0
03/01/2020,region,E12000001,North East,,,,,0
13/12/2020,region,E12000002,North West,,,,,
12/12/2020,region,E12000002,North West,325414,13139,84,5,
11/12/2020,region,E12000002,North West,325330,13134,1213,24,
10/12/2020,region,E12000002,North West,324117,13110,1548,57,
09/12/2020,region,E12000002,North West,322569,13053,1570,66,
08/12/2020,region,E12000002,North West,320999,12987,1550,74,133
07/12/2020,region,E12000002,North West,319449,12913,1831,71,135
06/12/2020,region,E12000002,North West,317618,12842,1135,66,135.6
05/12/2020,region,E12000002,North West,316483,12776,994,66,134.5
04/12/2020,region,E12000002,North West,315489,12710,1451,67,136.5
03/12/2020,region,E12000002,North West,314038,12643,1353,85,136.2
02/12/2020,region,E12000002,North West,312685,12558,1449,70,139.5
01/12/2020,region,E12000002,North West,311236,12488,1695,81,144.8
30/11/2020,region,E12000002,North West,309541,12407,1878,81,147
29/11/2020,region,E12000002,North West,307663,12326,1055,76,151.1
28/11/2020,region,E12000002,North West,306608,12250,1140,70,155.5
27/11/2020,region,E12000002,North West,305468,12180,1429,81,158.8
26/11/2020,region,E12000002,North West,304039,12099,1597,74,166.4
25/11/2020,region,E12000002,North West,302442,12025,1833,104,174.2
24/11/2020,region,E12000002,North West,300609,11921,1859,90,184.4
23/11/2020,region,E12000002,North West,298750,11831,2178,90,200.6
22/11/2020,region,E12000002,North West,296572,11741,1382,84,216.8
21/11/2020,region,E12000002,North West,295190,11657,1378,103,226.8
20/11/2020,region,E12000002,North West,293812,11554,1986,96,240.4
19/11/2020,region,E12000002,North West,291826,11458,2176,86,257.3
18/11/2020,region,E12000002,North West,289650,11372,2578,124,274.2
17/11/2020,region,E12000002,North West,287072,11248,3047,98,292.4
16/11/2020,region,E12000002,North West,284025,11150,3368,95,304
15/11/2020,region,E12000002,North West,280657,11055,2117,107,322.3
14/11/2020,region,E12000002,North West,278540,10948,2374,98,336.7
13/11/2020,region,E12000002,North West,276166,10850,3226,120,342.7
12/11/2020,region,E12000002,North West,272940,10730,3419,103,351.2
11/11/2020,region,E12000002,North West,269521,10627,3913,99,357.8
10/11/2020,region,E12000002,North West,265608,10528,3900,92,360.2
09/11/2020,region,E12000002,North West,261708,10436,4715,108,367.6
08/11/2020,region,E12000002,North West,256993,10328,3173,102,384.2
07/11/2020,region,E12000002,North West,253820,10226,2810,103,382.7
06/11/2020,region,E12000002,North West,251010,10123,3851,109,387.3
05/11/2020,region,E12000002,North West,247159,10014,3908,106,394.4
04/11/2020,region,E12000002,North West,243251,9908,4089,94,403.1
03/11/2020,region,E12000002,North West,239162,9814,4439,109,410.6
02/11/2020,region,E12000002,North West,234723,9705,5934,92,417.5
01/11/2020,region,E12000002,North West,228789,9613,3066,91,412.2
31/10/2020,region,E12000002,North West,225723,9522,3143,97,415.1
30/10/2020,region,E12000002,North West,222580,9425,4372,103,418.5
29/10/2020,region,E12000002,North West,218208,9322,4546,98,420
28/10/2020,region,E12000002,North West,213662,9224,4646,79,423.2
27/10/2020,region,E12000002,North West,209016,9145,4942,78,435.5
26/10/2020,region,E12000002,North West,204074,9067,5543,75,444.4
25/10/2020,region,E12000002,North West,198531,8992,3283,83,452.8
24/10/2020,region,E12000002,North West,195248,8909,3392,73,451.8
23/10/2020,region,E12000002,North West,191856,8836,4484,69,454.5
22/10/2020,region,E12000002,North West,187372,8767,4780,66,446.4
21/10/2020,region,E12000002,North West,182592,8701,5548,74,438.1
20/10/2020,region,E12000002,North West,177044,8627,5595,70,423.5
19/10/2020,region,E12000002,North West,171449,8557,6160,62,405.6
18/10/2020,region,E12000002,North West,165289,8495,3209,58,386.6
17/10/2020,region,E12000002,North West,162080,8437,3589,66,382.8
16/10/2020,region,E12000002,North West,158491,8371,3892,53,374
15/10/2020,region,E12000002,North West,154599,8318,4170,51,371.8
14/10/2020,region,E12000002,North West,150429,8267,4477,45,373.3
13/10/2020,region,E12000002,North West,145952,8222,4282,36,371.8
12/10/2020,region,E12000002,North West,141670,8186,4760,48,375.3
11/10/2020,region,E12000002,North West,136910,8138,2933,42,369.5
10/10/2020,region,E12000002,North West,133977,8096,2939,45,369.1
09/10/2020,region,E12000002,North West,131038,8051,3736,32,369.2
08/10/2020,region,E12000002,North West,127302,8019,4277,31,364.9
07/10/2020,region,E12000002,North West,123025,7988,4366,37,355.6
06/10/2020,region,E12000002,North West,118659,7951,4537,29,345.6
05/10/2020,region,E12000002,North West,114122,7922,4338,28,327
04/10/2020,region,E12000002,North West,109784,7894,2901,23,308.7
03/10/2020,region,E12000002,North West,106883,7871,2948,28,299.7
02/10/2020,region,E12000002,North West,103935,7843,3424,34,287.1
01/10/2020,region,E12000002,North West,100511,7809,3594,29,270.7
30/09/2020,region,E12000002,North West,96917,7780,3628,35,251.8
29/09/2020,region,E12000002,North West,93289,7745,3173,16,231.8
28/09/2020,region,E12000002,North West,90116,7729,2992,22,215.5
27/09/2020,region,E12000002,North West,87124,7707,2246,21,194.8
26/09/2020,region,E12000002,North West,84878,7686,2019,22,185.5
25/09/2020,region,E12000002,North West,82859,7664,2217,13,178.6
24/09/2020,region,E12000002,North West,80642,7651,2212,21,167.4
23/09/2020,region,E12000002,North West,78430,7630,2159,30,156.5
22/09/2020,region,E12000002,North West,76271,7600,1972,23,146.8
21/09/2020,region,E12000002,North West,74299,7577,1477,15,134.5
20/09/2020,region,E12000002,North West,72822,7562,1563,13,128.7
19/09/2020,region,E12000002,North West,71259,7549,1511,10,115.7
18/09/2020,region,E12000002,North West,69748,7539,1398,12,105.5
17/09/2020,region,E12000002,North West,68350,7527,1407,14,98.4
16/09/2020,region,E12000002,North West,66943,7513,1450,13,91.6
15/09/2020,region,E12000002,North West,65493,7500,1067,12,83.3
14/09/2020,region,E12000002,North West,64426,7488,1050,13,80.4
13/09/2020,region,E12000002,North West,63376,7475,612,8,79.2
12/09/2020,region,E12000002,North West,62764,7467,760,16,78.7
11/09/2020,region,E12000002,North West,62004,7451,875,7,75.7
10/09/2020,region,E12000002,North West,61129,7444,912,9,72.4
09/09/2020,region,E12000002,North West,60217,7435,838,18,68.6
08/09/2020,region,E12000002,North West,59379,7417,858,15,66.3
07/09/2020,region,E12000002,North West,58521,7402,961,16,60.7
06/09/2020,region,E12000002,North West,57560,7386,574,14,51.2
05/09/2020,region,E12000002,North West,56986,7372,541,20,46.9
04/09/2020,region,E12000002,North West,56445,7352,634,10,42.9
03/09/2020,region,E12000002,North West,55811,7342,630,7,39.1
02/09/2020,region,E12000002,North West,55181,7335,666,8,34.5
01/09/2020,region,E12000002,North West,54515,7327,449,5,29.3
31/08/2020,region,E12000002,North West,54066,7322,263,9,26.1
30/08/2020,region,E12000002,North West,53803,7313,257,8,25.6
29/08/2020,region,E12000002,North West,53546,7305,247,5,23.7
28/08/2020,region,E12000002,North West,53299,7300,360,9,22.7
27/08/2020,region,E12000002,North West,52939,7291,289,7,20.7
26/08/2020,region,E12000002,North West,52650,7284,285,11,19.8
25/08/2020,region,E12000002,North West,52365,7273,212,13,19.3
24/08/2020,region,E12000002,North West,52153,7260,230,9,19.1
23/08/2020,region,E12000002,North West,51923,7251,118,16,19.8
22/08/2020,region,E12000002,North West,51805,7235,173,13,19.7
21/08/2020,region,E12000002,North West,51632,7222,210,11,19.5
20/08/2020,region,E12000002,North West,51422,7211,224,13,19.9
19/08/2020,region,E12000002,North West,51198,7198,253,12,20.1
18/08/2020,region,E12000002,North West,50945,7186,191,8,20.4
17/08/2020,region,E12000002,North West,50754,7178,282,16,22
16/08/2020,region,E12000002,North West,50472,7162,115,12,23
15/08/2020,region,E12000002,North West,50357,7150,156,18,23.6
